NM_VOTAVEL,VR_RECEITA,DS_CARGO,QT_VOTOS
CLEUTON RICARDO DE CARVALHO,200,VEREADOR,30
CLEWTON DA SILVA PIRES,200,VEREADOR,32
CONCEICAO DE MARIA RODRIGUES LIMA DA COSTA,200,VEREADOR,100
CRISTHIAN FONSECA FERNANDES,200,VEREADOR,252
CRISTIANO BERTELI DE MORAES,200,VEREADOR,33
CRISTIANO DE SOUZA CONSTANTINO,200,VEREADOR,123
CRISTIANO NERES DA SILVA,200,VEREADOR,9
DAMIÃO RODRIGUES DOS SANTOS,200,VEREADOR,182
DANIEL FERREIRA MANSO,200,VEREADOR,83
DANIZETE JOSÉ DOS SANTOS,200,VEREADOR,147
DÉBORA BORGES LOPES,200,VEREADOR,15
DEBORA CILENE LOPES PESSOA COELHO,200,VEREADOR,50
DEIJANIRA SOUZA DA SILVA OLIVEIRA,200,VEREADOR,12
DEIVID BATISTA DOS SANTOS,200,VEREADOR,95
DENILDSON DE OLIVEIRA SOARES,200,VEREADOR,1
DENIZE DOS SANTOS OLIVEIRA,200,VEREADOR,81
DIEGO PARREIRA DO AMARAL E SOUZA,200,VEREADOR,25
DINOSON LUIZ DA SILVA,200,VEREADOR,82
DIOGO ALENCAR DE CARVALHO,200,VEREADOR,17
DIONE MELO COELHO,200,VEREADOR,16
DIVINA CORDEIRO DA SILVA SANTOS,200,VEREADOR,28
DIVINA DOS ANJOS SOUTO,200,VEREADOR,77
DIVOENE SOARES QUELUZ DOS SANTOS,200,VEREADOR,87
DJACI DOS SANTOS SILVA,200,VEREADOR,5
DORIVAL LEITE DOS SANTOS,200,VEREADOR,42
DYEIME LORRAINE DA SILVA PEREIRA,200,VEREADOR,4
EDNILZA CORDEIRO DA COSTA,200,VEREADOR,11
EDVALDO FARIA FIGUEREDO,200,VEREADOR,14
EGVANA CARDOSO DA SILVA MARTINS,200,VEREADOR,39
ELEIDA BENTO SOUZA,200,VEREADOR,30
ELENO IZAAC ROSA,200,VEREADOR,10
ELIANE MARIA ARAÚJO DE SOUZA,200,VEREADOR,18
ELIANO DO VAL SANTOS,200,VEREADOR,44
ELIAS POLICENA ROSA,200,VEREADOR,11
ELIZANGELA FRANCISCA DE OLIVEIRA VIANA,200,VEREADOR,46
ENEDINO DE ANDRADE,200,VEREADOR,7
ERIKA GONÇALVES LEITE,200,VEREADOR,7
ERIVAN CANDIDO,200,VEREADOR,158
ERIVANE DE MORAES SILVA,200,VEREADOR,14
ERNEY ALVES DE SOUZA,200,VEREADOR,55
EVERTON GABRIEL ARANTES,200,VEREADOR,15
FABIANA GUEDES DOS SANTOS LIMA,200,VEREADOR,48
FABIO DE OLIVEIRA SOUZA,200,VEREADOR,98
FABIO LUIZ DE ALBUQUERQUE,200,VEREADOR,152
FABRÍCIO ALVES DE OLIVEIRA,200,VEREADOR,156
FELIPE DE SOUSA COSTA,200,VEREADOR,81
FERNANDO DE JESUS SANTANA,200,VEREADOR,38
FLAVIA MARA ATAIDE RODRIGUES,200,VEREADOR,2
FLÁVIA MARTINS COELHO FERREIRA,200,VEREADOR,19
FLAVIO OLIVEIRA SANTANA,200,VEREADOR,207
FLAVIO PIUNA BERNADO,200,VEREADOR,65
FLEUDSON LIMA DA SILVA,200,VEREADOR,37
FRANCISCA MAIRI DA SILVA DE OLIVEIRA ALVES,200,VEREADOR,129
FRANCISCO RODRIGUES SILVA,200,VEREADOR,79
GEANE NASCIMENTO FARIAS,200,VEREADOR,134
GEISER GOMES MARTINS,200,VEREADOR,20
GEOVANI FELIPE FERREIRA,200,VEREADOR,30
GERCILENE PEREIRA DA SILVA,200,VEREADOR,3
GILES LOURANNE DE OLIVEIRA FERNANDES,200,VEREADOR,29
GIZELIA GOMES DE MORAIS,200,VEREADOR,77
HEBER ARANTES FERREIRA,200,VEREADOR,163
HELDSON CARLOS DA SILVA,200,VEREADOR,71
HERLAN RODRIGUES GONDIM,200,VEREADOR,19
IEDA COUTINHO SANTOS,200,VEREADOR,79
IGE MARIA DA SILVA,200,VEREADOR,30
IGOR LUIZ DE LIMA,200,VEREADOR,5
ILDENER FREITAS DE ARAUJO,200,VEREADOR,20
IRAN BORGES TAVARES,200,VEREADOR,34
IRINEIA ALVES DA SILVA OLIVEIRA,200,VEREADOR,3
ISABEL CRISTINA XAVIER DE SOUZA,200,VEREADOR,16
IVAN FERNANDES SPINDOLA,200,VEREADOR,479
IVANDILSON MORAIS DA CONCEIÇÃO,200,VEREADOR,86
IVONETE ROSA DOS SANTOS,200,VEREADOR,60
IZANEI DIAS RIBEIRO,200,VEREADOR,155
JACIARA MARIA DAS GRAÇAS SILVA VAZ,200,VEREADOR,10
JAICCE BELL LUIZ AFONSO VIEIRA,200,VEREADOR,34
JALDEZ FERREIRA DE SOUZA,200,VEREADOR,152
JALMERINDA DE FÁTIMA NUNES,200,VEREADOR,33
JANSER NUNES DA SILVA,200,VEREADOR,13
JAQUELINE TEIXEIRA DA SILVA,200,VEREADOR,37
JEFFERSON GERALDO ESTEVES XAVIER,200,VEREADOR,29
JEREMIAS DE ALMEIDA BISPO,200,VEREADOR,28
JESUS ALMEIDA DA ANUNCIAÇAO,200,VEREADOR,20
JOABE PEREIRA DE FREITAS,200,VEREADOR,60
JOÃO BARCELOS SOBRINHO,200,VEREADOR,48
JOAO CARLOS NELSON FERNANDES,200,VEREADOR,58
JOÃO LUIZ ALVES DE SOUZA,200,VEREADOR,2
JOÃO MENDES DA SILVA,200,VEREADOR,164
JOÃO PAULO BRITO DO NASCIMENTO,200,VEREADOR,49
JOAO RODRIGUES MUNIZ,200,VEREADOR,96
JOELMI DE FREITAS ALVES,200,VEREADOR,150
JOELSON NASCIMENTO LIMA,200,VEREADOR,9
JONATAS FELISBINO GUIMARAES,200,VEREADOR,25
JOSÉ ANTONIO LINO VIEIRA,200,VEREADOR,64
JOSE ARAUJO SOUTO,200,VEREADOR,41
JOSE CARLOS VIEIRA DA SILVA,200,VEREADOR,83
JOSE IVANILTON DE ALMEIDA DIAS,200,VEREADOR,42
JOSÉ MAGDO DE SOUZA,200,VEREADOR,4
JOSE MARIA DA ROCHA FILHO,200,VEREADOR,3
JOSE MARIO BASILIO,200,VEREADOR,24
JOSE NILSON FERREIRA,200,VEREADOR,29
JOSE RODRIGUES DE SOUSA,200,VEREADOR,12
JOSE SILVA DE JESUS,200,VEREADOR,13
JOSE VILMAR DOS SANTOS,200,VEREADOR,31
JOSENILDO QUEIROZ SOUSA,200,VEREADOR,57
JOSIAS VILANTE MACEDO,200,VEREADOR,58
JOSILENE DE ARAUJO SILVA,200,VEREADOR,30
JOSINEIDE PEREIRA DOS SANTOS,200,VEREADOR,4
JULIO CESAR SANTOS DA SILVA,200,VEREADOR,121
JULIVAN PEREIRA DA CUNHA,200,VEREADOR,1
JUNIOR PIRES DA SILVA,200,VEREADOR,13
JUVENAL PEREIRA DO NASCIMENTO,200,VEREADOR,23
KEILA MARTINS DE BASTOS,200,VEREADOR,36
KETHELLY KEMILLY GOMES DA COSTA,200,VEREADOR,5
KETY COELHO GUIMARAES,200,VEREADOR,333
LARISSA DA SILVA OLIVEIRA,200,VEREADOR,5
LAYSSA LORENA FERNANDES,200,VEREADOR,1
LAZARO EURÍPEDES DE SOUSA,200,VEREADOR,37
LENITO SOARES DA FONSECA,200,VEREADOR,39
LIDIANNE DE SOUSA SANTOS,200,VEREADOR,7
LILYAN NAYARA DA CRUZ,200,VEREADOR,8
LINDOBERGUE DE LIMA,200,VEREADOR,34
LOURIVAL FERNANDES FERREIRA,200,VEREADOR,78
LOURIVAL INACIO MONTEL,200,VEREADOR,40
LUCAS GOMES DE OLIVEIRA,200,VEREADOR,13
LUCIANA RODRIGUES DOS PASSOS,200,VEREADOR,2
LUCIMAR RAMOS DA SILVA,200,VEREADOR,7
LUZIMAR DE SOUZA RODRIGUES MELO,200,VEREADOR,6
MANOEL PEREIRA SANTANA NETO,200,VEREADOR,54
MARCELO DA COSTA AMARAL,200,VEREADOR,38
MARCELO EDUARDO DA SILVA,200,VEREADOR,95
MARCILEI DE SOUZA GONÇALVES,200,VEREADOR,100
MARCIO LEONIDAS DE OLIVEIRA,200,VEREADOR,79
MARCO AURÉLIO ALVES DE FARIA,200,VEREADOR,39
MARCOS CESAR DA SILVA,200,VEREADOR,3
MARCOS SUEL PINHEIRO DA SILVA,200,VEREADOR,27
MARIA ALESSANDRA AUGUSTO DE SOUZA,200,VEREADOR,181
MARIA AUXILIADORA DE OLIIVEIRA LACERDA,200,VEREADOR,12
MARIA DAS DORES BATISTA DA SILVEIRA,200,VEREADOR,85
MARIA DE ARAUJO SILVA,200,VEREADOR,12
MARIA DO CARMO MAGALHAES,200,VEREADOR,65
MARIA EDNALVA BARBOSA DE LIMA,200,VEREADOR,124
MARIA ESMERALDA DA SILVA,200,VEREADOR,7
MARIA OLIVEIRA TAVARES,200,VEREADOR,14
MARIANA VIEIRA FIUZA MARTINS,200,VEREADOR,4
MARILENE MARTINS DOS SANTOS,200,VEREADOR,5
MARILZA ALVES DE BRITO,200,VEREADOR,9
MARTA CARLOS DA SILVA,200,VEREADOR,12
MARTIMIÊ PEREIRA DE CARVALHO,200,VEREADOR,93
MAURISAN FRANCISCO PIRES DA SILVA,200,VEREADOR,102
MELQUIZEDEQUE MARTINS DE SOUZA,200,VEREADOR,36
MENDEL GENIVAL SILVA GONÇALVES,200,VEREADOR,265
MILTON ALVES DO MONTE,200,VEREADOR,47
MURIARQUES TORRES FERNANDES DE OLIVEIRA,200,VEREADOR,8
NATALINO MARTINS RIBEIRO,200,VEREADOR,206
NATAN TOMAS DA SILVA,200,VEREADOR,18
NIVALDO DE SOUZA ARAUJO,200,VEREADOR,26
OLAVINA ALVES BARBOSA,200,VEREADOR,4
OSMAR PEREIRA RAMOS,200,VEREADOR,18
OSVALDO FERREIRA DE ARAUJO,200,VEREADOR,10
OSVÂNIA DA SILVA MARTINS SOUZA,200,VEREADOR,81
PAULIANA CUSTODIO DE MORAIS,200,VEREADOR,28
PAULO ALEXANDRE DA SILVA,200,VEREADOR,39
PAULO ANDRADE DOS SANTOS,200,VEREADOR,122
PAULO RICARDO CARVALHO DA SILVA,200,VEREADOR,282
PAULO ROBERTO BRANDÃO VEIGA JARDIM,200,VEREADOR,47
PEDRILSON SILVEIRA,200,VEREADOR,127
PEDRINA PEREIRA DE SOUZA,200,VEREADOR,8
POLLYANNA RIBEIRO,200,VEREADOR,16
PRISCILLA BORGES DA SILVA MATOS,200,VEREADOR,1
RAFAELA BATISTA DUARTE,200,VEREADOR,2
RAIANE AVELINO SILVA,200,VEREADOR,14
RAIMAR SILVA DE SOUSA,200,VEREADOR,90
RAIMUNDO NONATO AIRES DA ROCHA COSTA,200,VEREADOR,16
RAMON SILVEIRA VAULA JÚNIOR,200,VEREADOR,9
RANDER SEBASTIÃO DOS SANTOS,200,VEREADOR,44
RAQUEL CRISTINA GONÇALVES DA SILVA,200,VEREADOR,10
REGINA AMBROZIO DA SILVA,200,VEREADOR,21
REGIS ALBERTO SOARES,200,VEREADOR,15
RICARDO SILVA SIQUEIRA,200,VEREADOR,196
RITA DE CASSIA ALCANTARA SILVA,200,VEREADOR,114
RITA FERNANDES DA SILVA MORAIS,200,VEREADOR,63
ROGERIO SOARES SIQUEIRA,200,VEREADOR,39
RONALDO GRACIA DE MIRANDA,200,VEREADOR,18
RONAN DE SOUSA SILVA,200,VEREADOR,28
RONIMAR ALVES PUGA,200,VEREADOR,18
RONIVALDO GONÇALVES DE MARINHO,200,VEREADOR,106
ROSELI SOUSA DE FARIAS,200,VEREADOR,49
SAMUEL SOUSA BENTO,200,VEREADOR,61
SANDRA DO SOCORRO GONÇALVES LOPES,200,VEREADOR,48
SANDRA GORETI REGO DA SILVA,200,VEREADOR,33
SANTOS CORREIA DE OLIVEIRA,200,VEREADOR,30
SARAH CRISTINA HONORATO DIAS,200,VEREADOR,68
SEBASTIÃO ANTÔNIO DE MENDONCA FILHO,200,VEREADOR,36
SEBASTIÃO BERNARDINO DE OLIVEIRA,200,VEREADOR,66
SEBASTIAO MOREIRA SAMPAIO,200,VEREADOR,14
SERGIO BRITO DOS SANTOS,200,VEREADOR,72
SILVANY LOPES MARTINS,200,VEREADOR,58
SILVIO LOPES FERREIRA,200,VEREADOR,29
SONIA MARIA DE SIQUEIRA ORSOLINI,200,VEREADOR,40
TATIANE FERNANDA DINIZ,200,VEREADOR,6
THAIS FERNANDA FRANÇA DUARTE,200,VEREADOR,16
THAYS FERREIRA ROCHA,200,VEREADOR,4
TIAGO PERES VAZ,200,VEREADOR,51
TÚLIO CESAR DA SILVA COSTA,200,VEREADOR,30
VALDEIR CARLOS DA SILVA,200,VEREADOR,14
VALDERIR CAROCA DA SILVA,200,VEREADOR,122
VALDIONE GOMES DE SOUSA,200,VEREADOR,246
VALDIVINO ROSA DE OLIVEIRA,200,VEREADOR,78
VALMIRO FERREIRA DE OLIVEIRA,200,VEREADOR,15
VALTER RUBENS SABINO DOS SANTOS,200,VEREADOR,11
VANDERLUCIA DE SOUZA SANTOS,200,VEREADOR,4
VANDERLY BARBOSA BISPO,200,VEREADOR,44
VANESSA PEREIRA DE LIMA LUIZ,200,VEREADOR,16
VICTOR FAGUNDES FERNANDES,200,VEREADOR,127
VILMA ROCHA SANTOS,200,VEREADOR,17
VIVIANE AMARAL DOS SANTOS,200,VEREADOR,22
VIVIANE FAUSTINO DA SILVA LIMA,200,VEREADOR,33
WAGNER EUSTÁQUIO RIBEIRO,200,VEREADOR,23
WALNEID FELIX TOLEDO,200,VEREADOR,46
WANDERSON FRANCISCO DE LIMA,200,VEREADOR,12
WASHINNGTON ALECRINI DE SOUZA,200,VEREADOR,115
WEBSTER CÂNDIDO LIMA,200,VEREADOR,20
WEDNA BARBOSA MACIEL,200,VEREADOR,27
WELLINGTON FERNANDES SILVA FILHO,200,VEREADOR,132
WESLEY ROBERTO DE OLIVEIRA,200,VEREADOR,31
WEVERTON JOSE DA SILVA,200,VEREADOR,27
WILLIAN DIAS DA SILVA,200,VEREADOR,1
WILMAR DA SILVA SANTOS,200,VEREADOR,67
ZELIO MARTINS CARDOSO,200,VEREADOR,74
ZENILDA ALVES ANTUNES,200,VEREADOR,16
AGNALDO PEDROSO DA SILVA,197.29,VEREADOR,49
EDUARDO HENRIQUE DA FONSECA,197.29,VEREADOR,282
JOSÉ EMILIANO RODRIGUES DOS SANTOS,197.29,VEREADOR,32
MARCIO LIMA DE ABREU,197.29,VEREADOR,71
WESLEY DE ASSUNÇÃO,196.48000000000002,VEREADOR,33
CLEONILDE MARTINS DA CUNHA VELOSO,195.8,VEREADOR,4
ROSANGÊLA TAVARES OLIVEIRA,195,VEREADOR,99
CARLA APARECIDA DA SILVA,193.75,VEREADOR,23
NOELIA MOURA DUARTE,193.75,VEREADOR,7
GESIEL RODRIGUES SOARES,193.5,VEREADOR,55
JOSÉ DOS REIS PEREIRA,193.5,VEREADOR,19
MATEUS DE JESUS FERREIRA,193.5,VEREADOR,90
RANGEL TIBÚRCIO DE OLIVEIRA,193.5,VEREADOR,5
SERGIO MESSIAS DE OLIVEIRA,192,VEREADOR,82
KARLA SOUZA ROSA,190.95,VEREADOR,7
ANIVALDO FERNANDES DA MOTA,190,VEREADOR,117
LILIAN ALVES DOS SANTOS DINIZ,187,VEREADOR,20
DIVINO DIAS DA SILVA,186.41,VEREADOR,22
DORIVAL ANTONIO FERREIRA,186.41,VEREADOR,23
JOSE DIVINO DE SOUZA,186.41,VEREADOR,34
LUZELIO DOS SANTOS PEREIRA,186.41,VEREADOR,34
SILVANA SOUZA FILGUEIRA,186.41,VEREADOR,6
DEMIANE JAIME,185.44,VEREADOR,12
RAWSTON BARBOSA DA VEIGA,185.44,VEREADOR,70
DIVORCI NEPONUCENA PEREIRA,185,VEREADOR,168
EDILSON FERNANDES DO VALE,183.10999999999999,VEREADOR,4
NILMEY ROSA DE OLIVEIRA,182.5,VEREADOR,223
MILENE REIS DE FREITAS,181.45,VEREADOR,19
ANTONIO PEREIRA ANTUNES,180,VEREADOR,5
CLEITON PEREIRA MACHADO,180,VEREADOR,268
DÉBORA FERREIRA RODRIGUES,180,VEREADOR,1
EDIGLEY FERREIRA TEODORO,180,VEREADOR,473
GENÉSIO DE SOUZA SEIXAS,180,VEREADOR,15
JUSSICLEA MARIANO LIMA DE FREITAS,180,VEREADOR,51
RITA DE CÁSSIA BARROS DOS SANTOS,180,VEREADOR,13
MARIA DAS DORES DA SILVA NASCIMENTO,178.68,VEREADOR,62
MARTA CANDIDA PEREIRA BELLO,177.48000000000002,VEREADOR,18
EMERSON ALVES DE SOUZA,176.1,VEREADOR,7
JESSICA BARBOSA CORDEIRO,176,VEREADOR,16
VILMA DA SILVA VIEIRA,174.46,VEREADOR,29
MARIA LOURDES SANTOS,172.2,VEREADOR,7
DAIANE DE PAULA MOREIRA,170.59,VEREADOR,12
ERICH BIANCH DE OLIVEIRA,170.59,VEREADOR,40
LEANDRO DE LIMA BATISTA,170.59,VEREADOR,31
MARCOS ANTÔNIO TEIXEIRA BARBOSA,170.59,VEREADOR,95
SANDRA RIBEIRO DA SILVA,170.59,VEREADOR,3
TÂNIA MARIA DA SILVA RODRIGUES,170.59,VEREADOR,8
VASCONCELO GOMES DA SILVA,170.59,VEREADOR,105
LEANDRO SÁ COELHO SARDELARI,170,VEREADOR,196
LEOMAR MESSIAS DA CUNHA,170,VEREADOR,57
FABRICIO DE OLIVEIRA MOREIRA,169.5,VEREADOR,41
FRANCISCO ALVES DE MOURA,169.5,VEREADOR,31
LEOMAR SOUZA LIMA,169.5,VEREADOR,53
MARINALVA PEDRO DOS SANTOS MARTINS,169.5,VEREADOR,31
MONICA BENTO DA SILVA MUNIZ,169.5,VEREADOR,37
RODRIGO MUNIZ DE ARAUJO,169.5,VEREADOR,70
ITAMAR DOS SANTOS,169,VEREADOR,159
MARCIA APARECIDA ESPERANDIR,169,VEREADOR,7
CAIO NONES SANTOS GUERRA,167.65,VEREADOR,76
IVAIR PALHARES DE SOUZA,167.65,VEREADOR,107
JOÃO FERNANDES DOMINGOS,167.65,VEREADOR,159
ADEMAR CRISÓSTOMO FURTADO,166.66,VEREADOR,16
ALEXSANDRO DA SILVA ARAÚJO,166.66,VEREADOR,8
BENEDITO GALDINO DOS SANTOS,166.66,VEREADOR,20
KALIANE DE MEDEIROS GOMES,166.66,VEREADOR,14
RENATO ANTÔNIO DE ANDRADE,166.66,VEREADOR,2
ROMILDA DE PAULA E SILVA,166.66,VEREADOR,7
GETULIO DE SOUZA LIMA,165.45,VEREADOR,49
ARIVALDO MANOEL NASCIMENTO,165,VEREADOR,3
DAVID JUNIO DE SOUSA BRANQUINHO,165,VEREADOR,3
DEUSALINA CARDOSO MARTINS,165,VEREADOR,6
DIONY PRAISLEY GOMES VALERIO,165,VEREADOR,18
EDENILSON SILVA RODRIGUES,165,VEREADOR,19
EDVANIA LUCIA AMARAL SOBRINHO DE SOUZA,165,VEREADOR,14
ELINALDO RAMOS GOMES,165,VEREADOR,109
GILENO OLIVEIRA BATISTA,165,VEREADOR,27
JOSE BATISTA DE MATOS,165,VEREADOR,20
JOSE HONORIO DA CONCEIÇAO DA MATA,165,VEREADOR,14
JOVELINA FRANÇA DA SILVA,165,VEREADOR,9
LIOMAR DA SILVA SÁ,165,VEREADOR,38
MARINA LINO MACHADO,165,VEREADOR,58
MATHEUS DOS SANTOS FAGUNDES,165,VEREADOR,83
PAULO ALEXANDRE NACHO GONÇALVES CARRAJOLA,165,VEREADOR,8
PAULO CESAR CARVALHO DE BRITO,165,VEREADOR,14
SANDOVAL GOMES DA SILVA,165,VEREADOR,3
TALEY MARCOS FERREIRA SILVA SOUZA,165,VEREADOR,2
CLEDINA CONCEIÇAO DOS SANTOS OLIVEIRA,164,VEREADOR,37
WILTON DANIEL VILETE,164,VEREADOR,37
EURÍPIA AIRES DELFINA RODRIGUES,163.05,VEREADOR,16
ANA PAULA DE OLIVEIRA,163,VEREADOR,18
ROGERIO DIAS CAMPOS,163,VEREADOR,8
ALINE CRISTINA ALVES RIBEIRO,162,VEREADOR,15
ARACI BARBOSA CALDAS NEGREIROS,162,VEREADOR,43
ARISVALDO RODRIGUES DA CONCEICAO,162,VEREADOR,63
EDSON TEODORO DA SILVA,162,VEREADOR,36
ESTER LUCIA DA SILVA RAMOS,162,VEREADOR,76
SILVIA HELENA BELARMINO LOBATO,162,VEREADOR,3
LUIZ SEVERO DE LIMA,161.5,VEREADOR,9
KAMILLA DE SOUZA ALMEIDA,160.9,VEREADOR,26
ADRIANA CANDIDA DE ASSUNÇÃO SILVA,160,VEREADOR,35
ALAN DE SOUZA NASCIMENTO,160,VEREADOR,94
CARITA SILVA URZEDO,160,VEREADOR,62
CLAUDIA SANTORO DE MOURA,160,VEREADOR,18
CLEUBER DUARTE,160,VEREADOR,182
GERONIMO VICENTE DA SILVA,160,VEREADOR,19
GILDESIO JOSÉ BONFIM,160,VEREADOR,84
JADER JOSE AMORIM,160,VEREADOR,1
JOSIVALDO DA SILVA OLIVEIRA,160,VEREADOR,74
LAZARO ALVES FERREIRA,160,VEREADOR,97
LELLIS CARDOSO SANTANA,160,VEREADOR,135
LEONTINA APARECIDA DE ANDRADE,160,VEREADOR,60
LEORAY PEREIRA NUNES,160,VEREADOR,38
LOURIVAL AFONSO MACEDO,160,VEREADOR,117
MANOEL TOMAZ NETO,160,VEREADOR,12
RAYANY RIKAELY RODRIGUES DE ARAUJO,160,VEREADOR,8
REINALDO ALEXANDRE DE SOUSA,160,VEREADOR,24
RUBER PAULO OLIMPIO DA SILVA,160,VEREADOR,50
TALITA EDUARDA SANTOS NETA,160,VEREADOR,3
WENDELL DOS SANTOS MOTA,160,VEREADOR,78
EMÍLIO FRANCISCO MOTA ARAUJO,159.65,VEREADOR,27
LUCIANA DIAS DOS SANTOS,159,VEREADOR,30
SEBASTIAO RIBEIRO DA SILVA,158.05,VEREADOR,89
RENATA EUGÊNIA DE SOUZA GUERRA,158,VEREADOR,38
DIEGO GOMES DUARTE,157.5,VEREADOR,31
KATIANE ALESSANDRA TIAGO MARQUES,157.5,VEREADOR,26
NEIDE PIRES DA SILVA,157.5,VEREADOR,9
SEBASTIÃO VICENTE DA SILVA,157.5,VEREADOR,34
ANDOCLEBER DAVID DE OLIVEIRA,156.41,VEREADOR,8
ANTÔNIO LUÍS RODRIGUES BUENO,156.41,VEREADOR,7
COLEMAR FRANCISCO DE OLIVEIRA,156.41,VEREADOR,35
DENISE PEREIRA NOGUEIRA,156.41,VEREADOR,45
MARCOS VINICIUS ALVES MONTEIRO,156.41,VEREADOR,17
MARIA GIL VIEIRA FEITOSA,156.41,VEREADOR,34
UILTON ROCHA DA SILVA,155.6,VEREADOR,67
ANA PAULA DE SOUSA,150,VEREADOR,3
ANGELA BATISTA GALVAO,150,VEREADOR,12
CARLOS SOUSA LIMA,150,VEREADOR,30
CLINGER MAZZILLI PINHEIRO,150,VEREADOR,12
ERICA CRISTINA DOS SANTOS,150,VEREADOR,8
JANAINA DA SILVA NUNES,150,VEREADOR,94
JANICE PEREIRA DA SILVA,150,VEREADOR,1
JEOSMAR XAVIER DE MOURA,150,VEREADOR,26
JOAQUIM SOUZA DOS SANTOS,150,VEREADOR,84
JOSÉ ROSA DA SILVA,150,VEREADOR,358
JULIO CESAR GOMES DE ARAUJO,150,VEREADOR,6
LAZÍDIO INÁCIO DE ASSUNÇÃO,150,VEREADOR,30
LOURIVAL BERNARDO DA SILVA,150,VEREADOR,84
LUIZ CARLOS VICENTE DA SILVA,150,VEREADOR,50
MARA NELIANE GIL DOS SANTOS,150,VEREADOR,4
MARCELO FERREIRA BRITO,150,VEREADOR,157
MELISA MURIELLY CARLOS PILOTO,150,VEREADOR,33
PABLO ADRYEL DA ROCHA SILVA,150,VEREADOR,140
PATRICIA DE OLIVEIRA,150,VEREADOR,21
QUELEN CARNEIRO DA SILVA,150,VEREADOR,1
REGINALDO MOREIRA DOS SANTOS,150,VEREADOR,94
RONALDO DE SOUSA RAMOS,150,VEREADOR,22
SILVANIA MARIA DOS SANTOS MATOS,150,VEREADOR,184
SOLANGE DE FATIMA CORDEIRO,150,VEREADOR,56
VANTUIR ANTONIO CANDIDO,150,VEREADOR,309
VILMAR ALVES DE FREITAS,150,VEREADOR,47
WELINGTON BATISTA,150,VEREADOR,99
WILLIAN SILVA SOARES,150,VEREADOR,122
ADEIR FERREIRA ROSA,147.66,VEREADOR,20
ALISSON CEZAR DE OLIVEIRA,147.66,VEREADOR,74
JENIVAL RODRIGUES MARTINS,147.66,VEREADOR,28
APARECIDA RIBEIRO LEITE DOS SANTOS,147,VEREADOR,50
CÁSSIA ALVES ANTUNES,147,VEREADOR,17
IRON VIDAL,146.68,VEREADOR,13
AMAZIL DAS NEVES SELES,143.64000000000001,VEREADOR,59
JUVERSON FRANCISCO DA SILVA,143.64000000000001,VEREADOR,84
MARCO AURELIO DAMASCENO,143.64,VEREADOR,72
ANDRIA FERREIRA,142.5,VEREADOR,6
ANGELITA BATISTA DE MOURA MARTINS,141.82,VEREADOR,2
CLAUDECI CAMPO BELO,141.82,VEREADOR,80
FLORENTINA GUEDES EVANGELISTA,141.82,VEREADOR,42
FRANCISCO FERNANDES SOARES,141.82,VEREADOR,94
JOSIMAR MOREIRA DE SOUZA,141.82,VEREADOR,182
MESSIAS RODRIGUES DO NASCIMENTO,141.82,VEREADOR,1
PEDRO BATISTA DA COSTA,141.82,VEREADOR,14
VALMIR RODRIGUES DA SILVA,141.82,VEREADOR,49
RITA DORALICI DE MORAES,141,VEREADOR,32
DANIEL BATISTA DOS SANTOS,140.8,VEREADOR,15
ELISÂNGELA BERNARDO SILVA,140.8,VEREADOR,8
ITAMAR RIBEIRO PINTO,140.8,VEREADOR,74
JOSÉ HILTON GOMES BATISTA,140.8,VEREADOR,200
JOSSICÁSSIA DA VEIGA,140.8,VEREADOR,22
RAIMUNDO NONATO MIRANDA COSTA,140.8,VEREADOR,116
REGNE MARCOS DE OLIVEIRA,140.8,VEREADOR,265
SUELI APARECIDA DE OLIVEIRA,140.8,VEREADOR,15
VANDIRA FERREIRA OLIVEIRA,140.8,VEREADOR,39
VANESSA CAETANO RIBEIRO MELO,140.8,VEREADOR,48
ERNANE EMANUEL DA SILVA,140.5,VEREADOR,11
CELENE LENINE RODRIGUES QUEIROZ,140,VEREADOR,15
NARA RUBIA CAMPOS PEREIRA,140,VEREADOR,3
SEBASTIÃO FERREIRA,140,VEREADOR,246
NELSON ADELINO MODESTO,139,VEREADOR,53
VINICIUS NOGUEIRA BARROS,139,VEREADOR,7
ROMILDA COSMA DE ANDRADE LIMA,138,VEREADOR,95
LAURA REGINA DE SOUSA MENDES ARAUJO,137.5,VEREADOR,9
MARGARETE PEREIRA DOS SANTOS,137,VEREADOR,9
REGINA CELIA DOS SANTOS,137,VEREADOR,95
LEONARDO CARDOSO DA SILVA PIRES,135,VEREADOR,44
MERYOON SOUZA DE ANDRADE,135,VEREADOR,31
EDUARDO ALVES DE MORAIS,134.65,VEREADOR,102
APARECIDA ALVES DA SILVA,133.75,VEREADOR,4
FRANCISCO ALVES DA CONCEIÇÃO,133.75,VEREADOR,15
LUIZ CARLOS DE ARAUJO,133.5,VEREADOR,7
MARIA FLORECENA ALVES MARTINS,132.5,VEREADOR,30
NAIR BATISTA DOS SANTOS SILVA,132,VEREADOR,12
SARA JUNG VIEIRA,132,VEREADOR,11
AGUIMAR PEREIRA DA SILVA,130.3,VEREADOR,159
ELBER EMANOEL FREDERICO LEMES,130.3,VEREADOR,98
EMERSON LUIZ DE CARVALHO,130.3,VEREADOR,218
FRANCIELLY JAKELLYNY GOMES DA COSTA OLIVEIRA,130.3,VEREADOR,171
IVO RODRIGUES DOS SANTOS,130.3,VEREADOR,91
